32349,9Alp CMa,Sirius,1.454398907,A0m...,0.009,-0.49439,2.4768,-0.75836
30438,Alp Car,Canopus,-5.528578458,F0Ib,0.164,-6.06152,57.78918,-76.26348
69673,16Alp Boo,Arcturus,-0.306712839,K2IIIp,1.239,-8.82091,-5.93145,3.699
71683,Alp1Cen,Rigel Kentaurus A,4.34237068,G2V,0.71,-0.50362,-0.42139,-1.17665
91262,3Alp Lyr,Vega,0.581769913,A0Vvar,-0.001,0.97021,-5.96774,4.85823
24608,13Alp Aur,Capella,-0.479383464,M1: comp,0.795,1.68845,8.82782,9.30687
24436,19Bet Ori,Rigel,-6.693437745,B8Ia,-0.03,46.22087,229.94374,-33.80503
37279,10Alp CMi,Procyon,2.681298621,F5IV-V,0.432,-1.46237,3.16092,0.31864
7588,Alp Eri,Achernar,-2.771784749,B3Vp,-0.158,21.72509,9.8678,-37.07729
27989,58Alp Ori,Betelgeuse,-5.13737731,M2Ib,1.5,2.738,129.93909,16.89611
68702,Bet Cen,Hadar,-5.424541999,B1III,-0.231,-68.26692,-40.94761,-139.97775
97649,53Alp Aql,Altair,2.203928062,A7IV-V,0.221,2.36166,-4.49935,0.79277
60718,Alp1Cru,Acrux,-4.193395235,B0.5IV,-0.243,-44.18934,-5.15177,-87.6883
21421,87Alp Tau,Aldebaran,-0.631244842,K5III,1.538,6.86574,17.86724,5.67336
65474,67Alp Vir,Spica,-3.545898098,B1V,-0.235,-73.47908,-28.64586,-15.56035
80763,21Alp Sco,Antares,-5.278031201,M1Ib + B2.5V,1.865,-63.85476,-153.03932,-82.43231
37826,78Bet Gem,Pollux,1.088030415,K0IIIvar,0.991,-4.04731,8.17808,4.85711
113368,24Alp PsA,Fomalhaut,1.741052641,A3V,0.145,6.43705,-1.79583,-3.79976
62434,Bet Cru,,-3.919291336,B0.5III,-0.238,-53.38329,-11.2793,-93.32933
102098,50Alp Cyg,Deneb,-8.728393131,A2Ia,0.092,451.13764,-530.87341,703.52277
71681,Alp2Cen,Rigel Kentaurus B,5.70237068,K1V,0.9,-0.50359,-0.42128,-1.1767
49669,32Alp Leo,Regulus,-0.519105371,B7V,-0.087,-20.53948,10.87804,4.92638
33579,21Eps CMa,Adhara,-4.104520602,B2II,-0.211,-29.24151,111.80822,-63.98725
36850,66Alp Gem,Castor,0.585989172,A2Vm,0.034,-5.38337,12.29279,8.34945
61084,Gam Cru,,-0.563715833,M4III,1.6,-14.50465,-1.98466,-22.64057
85927,35Lam Sco,Shaula,-5.047410097,B1.5IV+...,-0.231,-19.74938,-170.74621,-130.01296
25336,24Gam Ori,Bellatrix,-2.721237421,B2III,-0.224,11.22414,73.20302,8.24121
25428,112Bet Tau,Alnath,-1.369875517,B7III,-0.13,5.16912,34.89105,19.23714
45238,Bet Car,,-0.992699452,A2IV,0.07,-8.8216,7.85948,-31.96982
26311,46Eps Ori,Alnilam,-6.381968632,B0Ia,-0.184,42.62509,409.21811,-8.63204
109268,Alp Gru,Alnair,-0.7334198,B7IV,-0.07,18.74799,-9.94423,-22.72651
26727,50Zet Ori,Alnitak,-5.255135522,O9.5Ib SB,-0.199,21.00476,249.60027,-8.49571
39953,Gam2Vel,,-5.305841372,WC8 + O9I,-0.145,-93.54538,147.49982,-189.52262
62956,77Eps UMa,Alioth,-0.213474769,A0p,-0.022,-13.50599,-3.24419,20.56192
15863,33Alp Per,Mirphak,-4.504242006,F5Ib,0.481,73.49915,91.02548,138.7451
90185,20Eps Sgr,Kaus Australis,-1.444267269,B9.5III,-0.031,3.85283,-36.39388,-25.04395
54061,50Alp UMa,Dubhe,-1.083626044,F7V comp,1.061,-17.40365,4.36095,33.39272
34444,25Del CMa,,-6.86964306,F8Ia,0.671,-144.70267,470.42596,-244.24669
67301,85Eta UMa,Alkaid,-0.59794526,B3V SB,-0.099,-17.95173,-9.10176,23.4111
41037,Eps Car,,-4.576751492,K3III+B2V,1.196,-57.28142,79.92552,-166.99876
86228,The Sco,,-2.745904085,F1II,0.406,-6.02696,-60.70066,-56.87827
28360,34Bet Aur,,-0.104953801,A2V,0.077,0.03658,17.81857,17.78594
82273,Alp TrA,,-3.615651716,K2IIb-IIIa,1.447,-13.96373,-43.4037,-118.94944
31681,24Gam Gem,Alhena,-0.604802058,A0IV,0.001,-5.04957,30.40998,9.07235
42913,Del Vel,,-0.01138346,A1V,0.043,-9.29987,10.63221,-19.95657
100751,Alp Pav,,-1.807899988,B2IV,-0.118,18.29157,-24.79932,-46.97423
11767,1Alp UMi,Polaris,-3.637391022,F7:Ib-IIv SB,0.636,1.33964,1.04462,132.26422
30324,2Bet CMa,,-3.945434094,B1II/III,-0.24,-14.40557,144.96655,-47.21059
46390,30Alp Hya,Alphard,-1.685910885,K3III,1.44,-42.27896,33.15465,-8.18195
9884,13Alp Ari,Hamal,0.482148455,K2III,1.151,15.75753,9.76736,8.04675
50583,41Gam1Leo,Algieba,-0.918476559,K0III,1.128,-32.83705,15.31751,13.07493
3419,16Bet Cet,Diphda,-0.300052243,K0III,1.019,27.43768,5.28206,-9.07156
92855,34Sig Sgr,Nunki,-2.137177967,B2.5V,-0.134,14.72463,-59.87436,-30.4689
68933,5The Cen,,0.702580524,K0IIIb,1.011,-12.80444,-7.89959,-11.07957
677,21Alp And,Alpheratz,-0.298303613,B9p,-0.038,25.99003,0.95143,14.4701
5447,43Bet And,Mirach,-1.861083503,M0IIIvar,1.576,47.40547,14.8855,35.60015
27366,53Kap Ori,Saiph,-4.654307826,B0.5Iavar,-0.168,11.64567,217.78459,-37.1607
72607,7Bet UMi,Kochab,-0.872743289,K4IIIvar,1.465,-7.78315,-7.17621,37.30151
112122,Bet Gru,,-1.516889436,M5III,1.61,33.64253,-11.8036,-38.07919
86032,55Alp Oph,Rasalhague,1.300521153,A5III,0.155,-1.52553,-13.89224,3.11385
14576,26Bet Per,Algol,-0.180991214,B8V,-0.003,14.64569,15.7288,18.65323
9640,57Gam1And,,-3.083422443,B8V,1.37,68.97228,41.40122,73.27505
57632,94Bet Leo,Denebola,1.915069515,A3Vvar,0.09,-10.72237,0.512,2.79061
4427,27Gam Cas,,-4.220441839,B0IV:evar,-0.046,89.14103,22.51822,163.94968
61932,Gam Cen,,-0.809431541,A1IV,-0.023,-25.82334,-4.73016,-30.15793
39429,Zet Pup,,-5.953220395,O5IAf,-0.269,-168.81227,282.10805,-275.8928
45556,Iot Car,,-4.424895464,A8Ib,0.189,-82.2043,70.77523,-182.51204
76267,5Alp CrB,Alphekka,0.41992124,A0V,0.032,-12.12313,-16.48652,10.299
44816,Lam Vel,,-3.994438668,K4Ib-II,1.665,-93.33722,87.0412,-120.8262
65378,79Zet UMa,Mizar,0.332241924,A2V,0.057,-12.85749,-4.93061,19.6119
100453,37Gam Cyg,,-6.117931133,F8Ib,0.673,207.3768,-290.11972,301.96868
3179,18Alp Cas,Shedir,-1.987880134,K0II-IIIvar,1.17,38.03802,6.79383,58.46152
87833,33Gam Dra,Etamin,-1.038038632,K5III,1.521,-0.41719,-28.17182,35.4067
25930,34Del Ori,,-4.99275001,O9.5II,-0.175,34.22439,278.80229,-1.46633
746,11Bet Cas,Caph,1.166771565,F2III-IV,0.38,8.55533,0.34242,14.33485
66657,Eps Cen,,-3.017401374,B1III,-0.171,-62.17087,-28.95373,-92.56998
78401,7Del Sco,,-3.162219854,B0.2IV,-0.117,-56.69565,-98.53062,-47.3699
82396,26Eps Sco,,0.778325813,K2IIIb,1.144,-4.97186,-15.80979,-11.30229
71860,Alp Lup,,-3.827415171,B1.5III,-0.154,-86.54646,-73.87167,-123.69024
71352,Eta Cen,,-2.549625063,B1Vn + A,-0.157,-54.59784,-44.01854,-63.49802
53910,48Bet UMa,Merak,0.407623514,A1V,0.033,-13.04884,3.38439,20.27637
72105,36Eps Boo,Izar,-1.691348033,A0,0.966,-43.05361,-37.75285,29.26968
107315,8Eps Peg,Enif,-4.191291307,K2Ibvar,1.52,168.495,-113.45281,35.36069
86670,Kap Sco,,-3.375223375,B1.5III,-0.171,-8.43517,-110.17788,-89.57697
2081,Alp Phe,Ankaa,0.523472656,K0III...,1.083,17.43506,2.00814,-15.97244
58001,64Gam UMa,Phad,0.364766176,A0V SB,0.044,-15.18011,0.40883,20.66873
84012,35Eta Oph,,0.372479005,A2.5Va,0.059,-5.33375,-24.24808,-6.99053
113881,53Bet Peg,Scheat,-1.489756603,M2II-IIIvar,1.655,52.28169,-13.09049,28.75636
35904,31Eta CMa,,-7.506999141,B5Ia,-0.083,-306.71555,798.03156,-479.83326
105199,5Alp Cep,Alderamin,1.575182206,A7IV-V,0.257,5.24926,-4.46051,13.28094
45941,Kap Vel,,-3.621223127,B2IV,-0.141,-73.16508,60.25164,-135.41472
102488,53Eps Cyg,,0.758572748,K0III,1.021,12.15412,-13.71273,12.34535
113963,54Alp Peg,Markab,-0.667635808,B9.5III,-0.002,40.11544,-9.86067,11.22772
14135,92Alp Cet,Menkar,-1.605758982,M2III,1.63,47.11576,48.06252,4.81255
81377,13Zet Oph,,-3.197600032,O9.5V,0.038,-48.82658,-129.14565,-25.75671
68002,Zet Cen,,-2.808020739,B2.5IV,-0.176,-70.0379,-38.63931,-86.64807
54872,68Del Leo,,1.321010766,A4V,0.128,-16.23869,3.29591,6.20311
78820,8Bet1Sco,,-3.495624421,B0.5V,-0.065,-73.32734,-134.26492,-55.09373
25985,11Alp Lep,Arneb,-5.395831417,F0Ib,0.211,44.49195,372.15713,-120.49831
59196,Del Cen,,-2.837730257,B2IVne,-0.128,-76.68571,-2.79822,-93.82883
59803,4Gam Crv,,-0.938868564,B8III,-0.107,-48.09045,-3.32228,-15.23784
93506,38Zet Sgr,,0.417998644,A3IV,0.062,6.39018,-22.80559,-13.60794
74785,27Bet Lib,,-0.843979102,B8V,-0.071,-31.59964,-36.67574,-7.99955
77070,24Alp Ser,Unukalhai,0.873751063,K2III,1.167,-12.45445,-18.5109,2.5126
8903,6Bet Ari,,1.331523965,A5V...,0.165,14.98444,8.19007,6.48963
26634,Alp Col,,-1.925332125,B7IV,-0.12,6.04079,67.84956,-46.07433
28380,37The Aur,,-0.9757484,A0p Si,-0.083,0.05155,42.29392,32.11771
61359,9Bet Crv,,-0.509495741,G5II,0.893,-38.88031,-5.87787,-17.01344
6686,37Del Cas,,0.240031152,A5Vv SB,0.16,14.08244,5.53374,26.45755
67927,8Eta Boo,,2.406604204,G0IV,0.58,-9.44241,-5.16342,3.57973
73273,Bet Lup,,-3.347559767,B2III,-0.184,-83.3564,-82.29574,-109.74402
23015,3Iot Aur,,-3.289302838,K3IIvar,1.49,35.67377,126.47616,85.88203
52727,Mu  Vel,,-0.060295056,G5III SB,0.901,-21.91555,7.25119,-26.95173
61585,Alp Mus,,-2.169177903,B2IV-V,-0.176,-32.94104,-5.39204,-87.57502
85696,34Ups Sco,,-3.306746773,B2IV,-0.179,-16.09002,-125.44586,-96.33215
35264,Pi  Pup,,-4.91891868,K3Ib,1.616,-88.40054,252.63466,-202.40704
89931,19Del Sgr,,-2.139177903,K3III,1.38,7.43729,-80.96391,-46.61654
97278,50Gam Aql,Tarazed,-3.029833712,K3II,1.507,62.08478,-124.17052,26.01397
79593,1Del Oph,,-0.858022476,M1III,1.584,-23.16918,-46.64647,-3.36259
80331,14Eta Dra,,0.581546927,G8III,0.91,-5.21801,-11.71872,23.63997
52419,The Car,,-2.905055931,B0Vp,-0.22,-54.91019,19.18702,-121.37158
61941,29Gam Vir,,2.375054345,F0V+...,0.368,-11.63142,-2.13826,-0.29925
26241,44Iot Ori,,-5.295324464,O9III,-0.21,43.26011,402.02268,-41.85544
65109,Iot Cen,,1.476935607,A2V,0.068,-13.52592,-4.96324,-10.74396
72622,9Alp2Lib,,0.879133566,A3IV,0.147,-16.71175,-15.43191,-6.54048
86742,60Bet Oph,,0.758323894,K2III,1.168,-1.80547,-24.99331,2.00159
23875,67Bet Eri,,0.603921923,A3IIIvar,0.161,6.12089,26.43386,-2.41502
